title,marka,model,catalog_number,prices,item_id,group0,group1,group2,group3,group4,group5,parts_number_v2,number,avito_marka,avito_model,SparePartType,TechnicSparePartType,stock_id,orig_day
Муфта насоса ZX200-5G,hitachi,ZX200-5G,,,,гидравлический компонент,гидронасос,гидронасос основной,,запчасти,муфта,,200,hitachi,ZX200-5G,Гидравлические и пневмосистемы,Гидромоторы и гидронасосы,,2024-02-03
Ремкомплект гидроцилиндра ковша ZX330-3,hitachi,ZX330,,,,гидравлический компонент,гидроцилиндр,гидроцилиндр ковша,,запчасти,комплект уплотнений,,330,hitachi,ZX330,Гидравлические и пневмосистемы,Гидроцилиндры и баки,,2024-02-03
Пальцы втулки Hyundai R360-3,hyundai,R360LC-7,,,,рабочее оборудование,пальцы и втулки,!,,,,,360,hyundai,R 360LC-7,Для навесного оборудования,,,2024-02-03
Фильтра Hyundai R320LC-7,hyundai,R320LC-7,,,,запчасти двигателя,фильтра,!,,,,,320,hyundai,R 320LC-7,Гидравлические и пневмосистемы,Фильтры и фильтроэлементы,,2024-02-03
Планетарная ступень CAT 330D LN,cat,330,,,,гидравлический компонент,редуктор,редуктор хода,,запчасти,шестерня,,330,cat,330,Трансмиссия,"Редуктор, муфта и дифференциалы",,2024-02-03
Фильтра Hyundai R170W-7A,hyundai,R170W-7,,,,запчасти двигателя,фильтра,!,,,,,170,hyundai,R170W-7,Гидравлические и пневмосистемы,Фильтры и фильтроэлементы,,2024-02-03
Фильтра Hyundai R290NLC-3,hyundai,R290,,,,запчасти двигателя,фильтра,!,,,,,290,hyundai,R 290-3,Гидравлические и пневмосистемы,Фильтры и фильтроэлементы,,2024-02-03
Ковшевая группа Volvo EC240,volvo,EC240,,,,рабочее оборудование,ковшевой узел,ковш,,,,,240,volvo,EC240,Для навесного оборудования,,,2024-02-03
Защита катка Komatsu PC200-7,komatsu,PC200-7,,,,ходовая часть,направляющая,,,,,,200,komatsu,PC200-7,Подвеска и рулевое управление,Запчасти для гусеничного хода,,2024-02-03
Пальцы втулки Hyundai R13olcd,hyundai,,,,,рабочее оборудование,пальцы и втулки,!,,,,,,hyundai,R 110-7,Для навесного оборудования,,,2024-02-03
Ремкомплект гидроцилиндра ковша Volvo EC240,volvo,EC240,,,,гидравлический компонент,гидроцилиндр,гидроцилиндр ковша,,запчасти,комплект уплотнений,,240,volvo,EC240,Гидравлические и пневмосистемы,Гидроцилиндры и баки,,2024-02-03
Втулки рукояти ZX330-3,hitachi,ZX330,,,,рабочее оборудование,пальцы и втулки,втулки,втулки стрелы,втулка стрела-рукоять,,,330,hitachi,ZX330,Для навесного оборудования,,,2024-02-03
Фильтра Hyundai R250LC-7,hyundai,R250LC-7,,,,запчасти двигателя,фильтра,!,,,,,250,hyundai,R 250LC-7,Гидравлические и пневмосистемы,Фильтры и фильтроэлементы,,2024-02-03
Запчасти редуктора хода ZX330-3,hitachi,ZX330,,,,гидравлический компонент,редуктор,редуктор хода,,запчасти,!,,330,hitachi,ZX330,Трансмиссия,"Редуктор, муфта и дифференциалы",,2024-02-03
Пальцы втулки Hyundai R110-7,hyundai,R110-7,,,,рабочее оборудование,пальцы и втулки,!,,,,,110,hyundai,R 110-7,Для навесного оборудования,,,2024-02-03
Пальцы стрелы Doosan 225 NLC-V,doosan,SOLAR 225NLC-V,,,,рабочее оборудование,пальцы и втулки,пальцы,пальцы стрелы,!,,,225,doosan,SOLAR 225NLC-V,Для навесного оборудования,,,2024-02-03
Запчасти двигателя Doosan 225 NLC-V,doosan,SOLAR 225NLC-V,,,,запчасти двигателя,!,,,,,,225,doosan,SOLAR 225NLC-V,Двигатели и комплектующие,Двигатели в сборе,,2024-02-03
Ремкомплект гидроцилиндра стрелы Doosan 225 NLC-V,doosan,SOLAR 225NLC-V,,,,гидравлический компонент,гидроцилиндр,гидроцилиндр стрелы,,запчасти,комплект уплотнений,,225,doosan,SOLAR 225NLC-V,Гидравлические и пневмосистемы,Гидроцилиндры и баки,,2024-02-03
Ремкомплект гидрораспределителя Doosan 225 NLC-V,doosan,SOLAR 225NLC-V,,,,гидравлический компонент,гидрораспределитель,,,запчасти,главный управляющий клапан,,225,doosan,SOLAR 225NLC-V,Гидравлические и пневмосистемы,Гидрораспределители,,2024-02-03
Фильтр топливный Doosan 225 NLC-V,doosan,SOLAR 225NLC-V,,,,запчасти двигателя,фильтра,,,целиком,фильтр топливный,,225,doosan,SOLAR 225NLC-V,Гидравлические и пневмосистемы,Фильтры и фильтроэлементы,,2024-02-03
Запчасти двигателя Komatsu PC220-8MO,komatsu,PC220-8,,,,запчасти двигателя,!,,,,,,220,komatsu,PC220-8,Двигатели и комплектующие,Двигатели в сборе,,2024-02-03
Пальцы стрелы Komatsu PC220-8MO,komatsu,PC220-8,,,,рабочее оборудование,пальцы и втулки,пальцы,пальцы стрелы,!,,,220,komatsu,PC220-8,Для навесного оборудования,,,2024-02-03
Форсунка Komatsu PC220-8MO,komatsu,PC220-8,,,,запчасти двигателя,форсунка,,,,,,220,komatsu,PC220-8,Двигатели и комплектующие,Система впуска,,2024-02-03
Запчасти редуктора хода Komatsu PC220-8MO,komatsu,PC220-8,,,,гидравлический компонент,редуктор,редуктор хода,,запчасти,!,,220,komatsu,PC220-8,Трансмиссия,"Редуктор, муфта и дифференциалы",,2024-02-03
Звено цепи Doosan 225 NLC-V,doosan,SOLAR 225NLC-V,,,,ходовая часть,звено,,,,,,225,doosan,SOLAR 225NLC-V,Подвеска и рулевое управление,Запчасти для гусеничного хода,,2024-02-03
Пальцы рукояти Doosan 225 NLC-V,doosan,SOLAR 225NLC-V,,,,рабочее оборудование,пальцы и втулки,пальцы,пальцы стрелы,!,,,225,doosan,SOLAR 225NLC-V,Для навесного оборудования,,,2024-02-03
Замок зажигания Komatsu PC220-8MO,komatsu,PC220-8,,,,электрическая система,замок зажигания,,,,,,220,komatsu,PC220-8,Электроника и свет,"Контроллеры, реле и датчики",,2024-02-03
Защита катка Doosan 225 NLC-V,doosan,SOLAR 225NLC-V,,,,ходовая часть,направляющая,,,,,,225,doosan,SOLAR 225NLC-V,Подвеска и рулевое управление,Запчасти для гусеничного хода,,2024-02-03
Глушитель Hyundai R500,hyundai,R500LC-7,,,,запчасти двигателя,глушитель,,,,,,500,hyundai,R 500LC-7,Двигатели и комплектующие,Система выпуска,,2024-02-03
Запчасти редуктора Hyundai R210/R260/R320/R330,hyundai,R210,,,,гидравлический компонент,редуктор,!,,запчасти,!,,210,hyundai,R 210-3,Трансмиссия,"Редуктор, муфта и дифференциалы",,2024-02-03
Помпа водяная Komatsu PC220-8MO,komatsu,PC220-8,,,,запчасти двигателя,насос водяной,,,,,,220,komatsu,PC220-8,Двигатели и комплектующие,Система охлаждения ДВС,,2024-02-03
Фильтра Komatsu PC220-8MO,komatsu,PC220-8,,,,запчасти двигателя,фильтра,!,,,,,220,komatsu,PC220-8,Гидравлические и пневмосистемы,Фильтры и фильтроэлементы,,2024-02-03
